Package Name,Brand Name,Model Name,Segment,Fuel Variant,Market Price
Standard Service,Isuzu,MU7,Premium SUV,Diesel,8899
Comprehensive Service,Isuzu,MU7,Premium SUV,Diesel,10999
Basic Service,Hindustan Motors,Ambassador,Sedan,Petrol,3199
Standard Service,Hindustan Motors,Ambassador,Sedan,Petrol,4199
Comprehensive Service,Hindustan Motors,Ambassador,Sedan,Petrol,6099
Basic Service,Hindustan Motors,Ambassador,Sedan,Diesel,3199
Standard Service,Hindustan Motors,Ambassador,Sedan,Diesel,4199
Comprehensive Service,Hindustan Motors,Ambassador,Sedan,Diesel,6099
Basic Service,Hindustan Motors,Ambassador,Sedan,CNG,3199
Standard Service,Hindustan Motors,Ambassador,Sedan,CNG,4199
Comprehensive Service,Hindustan Motors,Ambassador,Sedan,CNG,6099
Basic Service,Tata,Winger,SUV,Petrol,3899
Standard Service,Tata,Winger,SUV,Petrol,4999
Comprehensive Service,Tata,Winger,SUV,Petrol,7299
Basic Service,Jeep,Compass,Premium SUV,Petrol,5099
Standard Service,Jeep,Compass,Premium SUV,Petrol,6499
Comprehensive Service,Jeep,Compass,Premium SUV,Petrol,10099
Basic Service,Mahindra,Marazzo,SUV,Diesel,4399
Standard Service,Mahindra,Marazzo,SUV,Diesel,5599
Comprehensive Service,Mahindra,Marazzo,SUV,Diesel,8099
Basic Service,Opel,Astra,Hatchback,Petrol,3299
Standard Service,Opel,Astra,Hatchback,Petrol,4199
Comprehensive Service,Opel,Astra,Hatchback,Petrol,6299
Basic Service,Opel,Astra,Hatchback,Diesel,3499
Standard Service,Opel,Astra,Hatchback,Diesel,4499
Comprehensive Service,Opel,Astra,Hatchback,Diesel,7199
Basic Service,Opel,Astra,Hatchback,CNG,3299
Standard Service,Opel,Astra,Hatchback,CNG,4199
Comprehensive Service,Opel,Astra,Hatchback,CNG,6299
Basic Service,Mahindra,XUV 500,SUV,Petrol,4399
Standard Service,Mahindra,XUV 500,SUV,Petrol,5599
Comprehensive Service,Mahindra,XUV 500,SUV,Petrol,8099
Basic Service,Ssangyong,Rexton,Premium SUV,Petrol,4399
Standard Service,Ssangyong,Rexton,Premium SUV,Petrol,5599
Comprehensive Service,Ssangyong,Rexton,Premium SUV,Petrol,8099
Basic Service,Ssangyong,Rexton,Premium SUV,Diesel,4399
Standard Service,Ssangyong,Rexton,Premium SUV,Diesel,5599
Comprehensive Service,Ssangyong,Rexton,Premium SUV,Diesel,8099
Basic Service,Opel,Corsa,Hatchback,Petrol,3299
Standard Service,Opel,Corsa,Hatchback,Petrol,4199
Comprehensive Service,Opel,Corsa,Hatchback,Petrol,6299
Basic Service,Opel,Corsa,Hatchback,Diesel,3499
Standard Service,Opel,Corsa,Hatchback,Diesel,4499
Comprehensive Service,Opel,Corsa,Hatchback,Diesel,7199
Basic Service,Tata,harrier,SUV,Petrol,4399
Standard Service,Tata,harrier,SUV,Petrol,5599
Comprehensive Service,Tata,harrier,SUV,Petrol,8099
Basic Service,Tata,harrier,SUV,Diesel,4399
Standard Service,Tata,harrier,SUV,Diesel,5599
Comprehensive Service,Tata,harrier,SUV,Diesel,8099
Basic Service,Nissan,Terrano,SUV,Petrol,4299
Standard Service,Nissan,Terrano,SUV,Petrol,5499
Comprehensive Service,Nissan,Terrano,SUV,Petrol,9299
Basic Service,Jeep,Compass,Premium SUV,Diesel,5599
Standard Service,Jeep,Compass,Premium SUV,Diesel,8899
Comprehensive Service,Jeep,Compass,Premium SUV,Diesel,10999
Basic Service,Toyota,Yaris,Premium Sedan,Petrol,3999
Standard Service,Toyota,Yaris,Premium Sedan,Petrol,5499
Comprehensive Service,Toyota,Yaris,Premium Sedan,Petrol,6999
Basic Service,Toyota,Yaris,Premium Sedan,CNG,3999
Standard Service,Toyota,Yaris,Premium Sedan,CNG,5499
Comprehensive Service,Toyota,Yaris,Premium Sedan,CNG,6999
Basic Service,Mahindra,XUV 300,SUV,Petrol,3199
Standard Service,Mahindra,XUV 300,SUV,Petrol,4199
Comprehensive Service,Mahindra,XUV 300,SUV,Petrol,5899
Basic Service,Mahindra,XUV 300,SUV,Diesel,3099
Standard Service,Mahindra,XUV 300,SUV,Diesel,4199
Comprehensive Service,Mahindra,XUV 300,SUV,Diesel,6899
Basic Service,Mitsubishi,Lancer,Sedan,Petrol,2599
Standard Service,Mitsubishi,Lancer,Sedan,Petrol,3299
Comprehensive Service,Mitsubishi,Lancer,Sedan,Petrol,4399
Basic Service,Mitsubishi,Lancer,Sedan,Diesel,2599
Standard Service,Mitsubishi,Lancer,Sedan,Diesel,3299
Comprehensive Service,Mitsubishi,Lancer,Sedan,Diesel,4399
Basic Service,Mitsubishi,Cedia,Sedan,Petrol,2599
Standard Service,Mitsubishi,Cedia,Sedan,Petrol,3299
Comprehensive Service,Mitsubishi,Cedia,Sedan,Petrol,4399
Basic Service,Mitsubishi,Cedia,Sedan,Diesel,2599
Standard Service,Mitsubishi,Cedia,Sedan,Diesel,3299
Comprehensive Service,Mitsubishi,Cedia,Sedan,Diesel,4399
Basic Service,Hyundai,Venue,SUV,Petrol,3199
Standard Service,Hyundai,Venue,SUV,Petrol,4199
Comprehensive Service,Hyundai,Venue,SUV,Petrol,5899
Basic Service,Hyundai,Venue,SUV,Diesel,3099
Standard Service,Hyundai,Venue,SUV,Diesel,4199
Comprehensive Service,Hyundai,Venue,SUV,Diesel,6899
Basic Service,Hyundai,SantaFE,Premium SUV,Diesel,5199
Standard Service,Hyundai,SantaFE,Premium SUV,Diesel,6599
Comprehensive Service,Hyundai,SantaFE,Premium SUV,Diesel,10299
Basic Service,Renault,Triber,SUV,Petrol,2899
Standard Service,Renault,Triber,SUV,Petrol,3699
Comprehensive Service,Renault,Triber,SUV,Petrol,5399
Basic Service,Renault,Triber,SUV,Diesel,3299
Standard Service,Renault,Triber,SUV,Diesel,4299
Comprehensive Service,Renault,Triber,SUV,Diesel,6799
Basic Service,Renault,Triber,SUV,CNG,2899
Standard Service,Renault,Triber,SUV,CNG,3699
Comprehensive Service,Renault,Triber,SUV,CNG,5399
Basic Service,MG,Hector,SUV,Petrol,5099
Standard Service,MG,Hector,SUV,Petrol,6499
Comprehensive Service,MG,Hector,SUV,Petrol,10099
Basic Service,MG,Hector,SUV,Diesel,5599
Standard Service,MG,Hector,SUV,Diesel,8899
Comprehensive Service,MG,Hector,SUV,Diesel,10999
Basic Service,Kia,Seltos,SUV,Petrol,3099
Standard Service,Kia,Seltos,SUV,Petrol,4299
Comprehensive Service,Kia,Seltos,SUV,Petrol,5499
Basic Service,Kia,Seltos,SUV,Diesel,3999
Standard Service,Kia,Seltos,SUV,Diesel,4499
Comprehensive Service,Kia,Seltos,SUV,Diesel,6299
Basic Service,Renault,Captur,SUV,Diesel,4299
Standard Service,Renault,Captur,SUV,Diesel,5499
Comprehensive Service,Renault,Captur,SUV,Diesel,9299
Basic Service,Volkswagen,Tiguan,SUV,Diesel,4999
Standard Service,Volkswagen,Tiguan,SUV,Diesel,6999
Comprehensive Service,Volkswagen,Tiguan,SUV,Diesel,10599
Basic Service,Toyota,Tiguan,SUV,Petrol,2599
Standard Service,Toyota,Tiguan,SUV,Petrol,3099
Comprehensive Service,Toyota,Tiguan,SUV,Petrol,5399
Basic Service,Toyota,Glanza,Premium Hatchback,Diesel,2599
Standard Service,Toyota,Glanza,Premium Hatchback,Diesel,3299
Comprehensive Service,Toyota,Glanza,Premium Hatchback,Diesel,5399
Basic Service,Toyota,Glanza,Premium Hatchback,CNG,2599
Standard Service,Toyota,Glanza,Premium Hatchback,CNG,3299
Comprehensive Service,Toyota,Glanza,Premium Hatchback,CNG,5399
Basic Service,Hyundai,Getz Prime,Hatchback,Petrol,3199
Standard Service,Hyundai,Getz Prime,Hatchback,Petrol,4199
Comprehensive Service,Hyundai,Getz Prime,Hatchback,Petrol,6099
Basic Service,Tata,Xenon,SUV,Diesel,5299
Standard Service,Tata,Xenon,SUV,Diesel,6799
Comprehensive Service,Tata,Xenon,SUV,Diesel,10499
Basic Service,Skoda,Xenon,SUV,Petrol,5099
Standard Service,Skoda,Xenon,SUV,Petrol,6499
Comprehensive Service,Skoda,Xenon,SUV,Petrol,10099
Basic Service,Skoda,Kodiaq,Premium SUV,Diesel,5599
Standard Service,Skoda,Kodiaq,Premium SUV,Diesel,8899
Comprehensive Service,Skoda,Kodiaq,Premium SUV,Diesel,10999
Basic Service,Mahindra,Bolero Camper,SUV,Diesel,4399
Standard Service,Mahindra,Bolero Camper,SUV,Diesel,5599
Comprehensive Service,Mahindra,Bolero Camper,SUV,Diesel,8099
Basic Service,Mahindra,Bolero Pickup,SUV,Diesel,4399
Standard Service,Mahindra,Bolero Pickup,SUV,Diesel,5599
Comprehensive Service,Mahindra,Bolero Pickup,SUV,Diesel,8099
Basic Service,Tata,Altroz,Premium Hatchback,Petrol,2599
Standard Service,Tata,Altroz,Premium Hatchback,Petrol,3199
Comprehensive Service,Tata,Altroz,Premium Hatchback,Petrol,4199
Basic Service,Tata,Altroz,Premium Hatchback,Diesel,2599
Standard Service,Tata,Altroz,Premium Hatchback,Diesel,4099
Comprehensive Service,Tata,Altroz,Premium Hatchback,Diesel,5799
Basic Service,Force,Traveller 3350,SUV,Diesel,3899
Standard Service,Force,Traveller 3350,SUV,Diesel,4799
Comprehensive Service,Force,Traveller 3350,SUV,Diesel,7299
Basic Service,Force,Trax,SUV,Diesel,4399
Standard Service,Force,Trax,SUV,Diesel,5399
Comprehensive Service,Force,Trax,SUV,Diesel,8099
Basic Service,Toyota,Qualis,SUV,Petrol,4399
Standard Service,Toyota,Qualis,SUV,Petrol,5399
Comprehensive Service,Toyota,Qualis,SUV,Petrol,8599
Basic Service,Toyota,Qualis,SUV,Diesel,4399
Standard Service,Toyota,Qualis,SUV,Diesel,5399
Comprehensive Service,Toyota,Qualis,SUV,Diesel,8599
Basic Service,Force,Gurkha,SUV,Diesel,4399
Standard Service,Force,Gurkha,SUV,Diesel,5399
Comprehensive Service,Force,Gurkha,SUV,Diesel,8099
Basic Service,Isuzu,Isuzu Dmax Vcross,SUV,Diesel,5299
Standard Service,Isuzu,Isuzu Dmax Vcross,SUV,Diesel,6599
Comprehensive Service,Isuzu,Isuzu Dmax Vcross,SUV,Diesel,10499
Basic Service,Maruti Suzuki,S-Presso,Hatchback,Petrol,2899
Standard Service,Maruti Suzuki,S-Presso,Hatchback,Petrol,3599
Comprehensive Service,Maruti Suzuki,S-Presso,Hatchback,Petrol,5399
Basic Service,Maruti Suzuki,S-Presso,Hatchback,Diesel,3299
Standard Service,Maruti Suzuki,S-Presso,Hatchback,Diesel,4199
Comprehensive Service,Maruti Suzuki,S-Presso,Hatchback,Diesel,6799
Basic Service,Hyundai,Santro,Hatchback,Petrol,2399
Standard Service,Hyundai,Santro,Hatchback,Petrol,2899
Comprehensive Service,Hyundai,Santro,Hatchback,Petrol,4399
Basic Service,Hyundai,Santro,Hatchback,Diesel,2399
Standard Service,Hyundai,Santro,Hatchback,Diesel,2899
Comprehensive Service,Hyundai,Santro,Hatchback,Diesel,4399
Basic Service,Hyundai,Grand i10 Nios,Hatchback,Petrol,2399
Standard Service,Hyundai,Grand i10 Nios,Hatchback,Petrol,3099
Comprehensive Service,Hyundai,Grand i10 Nios,Hatchback,Petrol,4699
Basic Service,Hyundai,Grand i10 Nios,Hatchback,Diesel,2399
Standard Service,Hyundai,Grand i10 Nios,Hatchback,Diesel,3099
Comprehensive Service,Hyundai,Grand i10 Nios,Hatchback,Diesel,4699
Basic Service,Hyundai,Aura,Sedan,Petrol,2199
Standard Service,Hyundai,Aura,Sedan,Petrol,2999
Comprehensive Service,Hyundai,Aura,Sedan,Petrol,4599
Basic Service,Hyundai,Aura,Sedan,Diesel,2399
Standard Service,Hyundai,Aura,Sedan,Diesel,2999
Comprehensive Service,Hyundai,Aura,Sedan,Diesel,4799
